,Location,Retweet_Count,Date,Tweets
1110,"Rajasthan, India",0,Sun Mar 01 08:46:33 +0000 2020,@SethShruti it is misdeeds of #UrbanNaxals who misguided on #CAA and provoked #JehadiGang for Riots and #HinduGenocide .. #Islamic_Radical_Terrorism @ReallySwara @anuragkashyap72 @vinodkapri @svaradarajan @khanumarfa #IslamicTerror
1112,,0,Sun Mar 01 08:38:35 +0000 2020,Looks like #UPPolice have more clear instructions than #DelhiPolice on how to deal with violent anti #CAA protests and thatâ€™s why #UP is more silent than #Delhi.  #Yogi ji - 1 #Shah ji - 0 ðŸ˜
1113,"New Delhi and lucknow,India",0,Sun Mar 01 08:36:14 +0000 2020,protest on pro and against caa being turned into one of the worst communal riots in #delhi but it did not deter amit shah to hold pro #CAA rally in equally sensitive kolkata. Political interest is above all.
1117,India,1,Sun Mar 01 08:32:28 +0000 2020,RT @irfan602: @#muslims Anchor @RubikaLiyaquat and panalist @Shehzad_Ind who were against #muslims in #CAA are also responsible for givingâ€¦
1118,"à¤­à¤¾à¤°à¤¤, India",0,Sun Mar 01 08:29:33 +0000 2020,"Massive Rally in #CAA support in #WestBengal under the regime of Mamata Banerjee, No matter how Anti-National forces try, Indians will stand rock solid for India's Unity and integrity #Kolkata Welcomes Shri  @AmitShah   #AarNoiAnnay #AmitShah"
1124,"Karachi, Pakistan",0,Sun Mar 01 08:23:45 +0000 2020,@rakesh_mishra @MacaesBruno India should forget about others for a while and sort out her own issues State backed killings of Muslims &amp; other minorities even in the capital have burst the bubble of secular India #KashmirWantsFreedom #CAA #DelhiRiots #
1127,India,1,Sun Mar 01 08:19:45 +0000 2020,@#muslims Anchor @RubikaLiyaquat and panalist @Shehzad_Ind who were against #muslims in #CAA are also responsible for giving edge to violence against Muslims in #DelhiRiots . The slogan of Kapil misra perfectly match on them. Its time for #muslims to thin
1129,à¤¦à¥‡à¤µà¥‹à¤‚ à¤•à¤¾ à¤¦à¥‡à¤¶ ,0,Sun Mar 01 07:57:41 +0000 2020,one thing which i don't understand is that why Canada and British government getting worried over CAA being imposed in India.. means i bought a car and the person who stays 10 lanes away from me is getting tension of petrol and car maintenance..waah bhai  #CAA #saheenbagh #India
1131,"Jalaun, India",0,Sun Mar 01 07:51:55 +0000 2020,"Please just ask to the family of Ankit Sharma and Ashfaq. What are riots. Please give up the violence. We are brothers. We are Indians. #CAA is for Muslims of Pakistani, Bangaladeshi and Afghani. It is not for Indian Muslims. Please read carefully the rules of #CAA."
1132,New Delhi,0,Sun Mar 01 07:51:04 +0000 2020,"STOP saying Isko #Goli (à¤—à¥‹à¤²à¥€) maaro, usko Goli maaro, STOP sharing Videos full of #HATE and #VIOLENCE. STOP saying someone #Desh ke #Gaddar (#à¤—à¤¼à¤¦à¥à¤¦à¤¾à¤°)until proven by Court. @Anti #CAA, @Anti #NRC, @ShaheenBagh @DelhiPolice @In Support of #CAA and #NRC  Just Support #Humanity"
1136,,0,Sun Mar 01 07:45:55 +0000 2020,#AntiCAAProtests has shown the true colors of muslims. #CAA has nothing to do with Muslims but still Muslims are protesting/rioting cause their mindset is #AntiHindu. They always consider others Kafir irrespective of how much love and acceptance given to them.  #DelhiRiots #riots
1137,,0,Sun Mar 01 07:45:22 +0000 2020,So in #UNHRC meet nobody discussed what human rights violations made these religious minorities flee from their countries and become refugees in India but about all the hr that were supposedly violated by giving them citizenship #CAA
1140,,0,Sun Mar 01 07:21:44 +0000 2020,"Whether the introduction of the CAA had the true intention of dividing the country on communal lines will always be up for debate. The fact that the CAA HAS divided the country on communal lines and HAS invited violence, is not up for debate! #CAA #DehliRiots #DelhiViolance"
1141,,0,Sun Mar 01 07:17:37 +0000 2020,"#aap #Delhi #CAA #NRC #india #PM #governer. #RAW #NSG. Let's follow a true citizens responsibilities, if such situation are about to happen then impose the curfew, for the humanity and peace. If state government doesn't take action,  let central take over it."
1143,,0,Sun Mar 01 07:12:53 +0000 2020,"Made in Rally held at RamLila ground called in Protest of #CAA.He blinked over venemous speech of Scoundrels and Bigots like #WarisPathan,#AsasuddinOwaisi,#Amanatullah etc which goes to prove he has inborn hatred for BJP leaders in particular and Hindus in general."
1144,,0,Sun Mar 01 07:11:47 +0000 2020,"4/7 When the state is boiling with sentiments of dissent over the #CAA, people are still on the streets and the anger still hasn't subsided, how has the Government come to the conclusion that security situation is under their control?  #nevoicematters #assam #elections2021"
1147,,1,Sun Mar 01 06:50:48 +0000 2020,"RT @jalebi9: @NARAYANRAO12 @SHASHANKMUKHERJ @just_kashyap @JMehta65 Ask yourself why Indian jihadis were protesting against #CAA , peacefulâ€¦"
1148,,0,Sun Mar 01 06:50:37 +0000 2020,"@devarakonda_a @BDUTT @DelhiPolice Actually Delhi riot incident were pre-planned. Pls go &amp; check these area &amp; their houses. You will find sharp weapons, Patrol bomb, stones and their cruel intention which were planned during their protest against "
1149,India,1,Sun Mar 01 06:46:24 +0000 2020,"@NARAYANRAO12 @SHASHANKMUKHERJ @just_kashyap @JMehta65 Ask yourself why Indian jihadis were protesting against #CAA , peacefully or otherwise??  Just for 500 Rs &amp; a bowl of stale biryani?? ðŸ¤£ðŸ¤£  What have jihadis got to do with CAA which gives cit"
1151,New Delhi,1,Sun Mar 01 06:41:34 +0000 2020,"RT @Param_Nand: @BDUTT You instigated muslims on the name of #CAA @BDUTT @tavleen_singh, hate always harms.. especially when it is onesidedâ€¦"
1152,New Delhi,1,Sun Mar 01 06:40:35 +0000 2020,"@BDUTT You instigated muslims on the name of #CAA @BDUTT @tavleen_singh, hate always harms.. especially when it is onesided but it harms more when perpetuators of the hate are lecturing and white washing the crimes.. Ankit Sharma was stabbed 400 times,eye"
1153,,0,Sun Mar 01 06:38:14 +0000 2020,"@DrSenthil_MDRD @drramadoss Instead of wasting time on Twitter, Dr. Senthilkumar, could think of bringing development in his constituency and fighting against #CAA  Nothing wrong on yourself being on Twitter, interacting with your partymen and public thru"
1154,"Pune, India",0,Sun Mar 01 06:28:58 +0000 2020,"@Swamy39 Right sir, but then its collective social responsibility of shias,boras, khojas to come forward in support of #CAA and exclusion  of  wahabi Sunni."
1158,kerala,16,Sun Mar 01 06:27:22 +0000 2020,"RT @EsDharnaj: POTUS, in the State of the Union Address takes aim at illegal immigrants, links them to crime on US soil. And ppl on the floâ€¦"
1160,ODISHA & JHARKAHAND ,0,Sun Mar 01 06:25:00 +0000 2020,@CNNnews18 Muslim sentiment on #CAA ??  When CAA is not about any Indian and it's Indianeses ;  they wants to put pressure on him ?
1162,Mumbai,0,Sun Mar 01 06:22:19 +0000 2020,"@BDUTT Nothing to do with Hindus or Muslims, it is the lies about #CAA , hatred to PM @narendramodi and instigation to poor people ignited riots. Donâ€™t shed crocodile tear, like vulture you and others like leadership of @INCIndia @RanaAyyub @ReallySwara"
1168,delhi,1,Sun Mar 01 06:13:15 +0000 2020,"@ShekharGupta U r spreading lies.. What fire BJP LIT? A simple legislation for citizenship to persecuted from neighbouring countries, not taking citizenship of any Indian. Its only opposition and people like u r instigating riots by giving false informati"
1173,"New Delhi, India",0,Sun Mar 01 05:55:06 +0000 2020,I want @anubhavsinha to make a movie on triple talaaq and halala and cast @ReallySwara and #TapseePannu in those movies tab aayega maza and I will definitely watch these movies in theatre also #CAA #CAAProtest #KanganaRanaut
1180,India,0,Sun Mar 01 05:45:41 +0000 2020,@Dev_Fadnavis @RajThackeray if #CAA called to be discrimination against Muslims  Than why not 5% reservation will not be discrimination against Maharashtra people  And it's against constitution  It's appeasement policy of shivsena   #BoycottShivsena
1185,,0,Sun Mar 01 05:38:18 +0000 2020,"@BDUTT Just say that don't fall for the trap of politicians and pseudo liberals, urban naxals. They are safe, and will remain so in India as long as they follow rule of law. No Indian citizen wll be impacted by #CAA and no worries. Start of another Shahin"
1186,,4,Sun Mar 01 05:37:41 +0000 2020,"WHAT IS THE REASON FOR SHUTTING DOWN #INTERNET in 6 DISTRICTS OF #MEGHALAYA, #INDIA?? Is this done because a tribal youth leader was #killed by PRO #CAA activists which resulted in violence?  Man, how do you keep on dragging in the internet and sms in all THESE?!"
1187,"Mumbai, India",0,Sun Mar 01 05:36:08 +0000 2020,@TimesNow @AmitShah Sir if the Opposition blocks #CAA then its time to Declare Emergency @narendramodi ji you kept on saying no Roits in your rule They engineered one!  It's doesn't make any difference today to anyone what happend in Indria EMERGENCY  Tim
1189,,0,Sun Mar 01 05:26:04 +0000 2020,@vivekagnihotri Here is the real problem   They start it and provoke the ppl in the name of #CAA specially from congress   And then they make preplanned strategies and results come after like #DelhiRiots   Congress is real culprit   Instead of telling the
1198,India,7,Sun Mar 01 05:10:49 +0000 2020,@SaveSabrimala @PMOIndia @narendramodi @NIA_India @HMOIndia This is very much evident from d tweets by @ImranKhanPTI ever since #Article370 was scrapped off by our legislature&amp;the threat's been increasing day-by-day after #RamjanmbhoomiVerdict by d SC
1209,"New Delhi, India",0,Sun Mar 01 04:58:37 +0000 2020,Indians could not understand #Traffic rules in 72 years Indians could not figure out how to fill #GST forms in 3 years But these Indians figured out #CAA in minutes and #NRC even before it has been drafted!  #DelhiAgainstJehadiViolence #DelhiRiot2020 #DelhiRiotTruth #CAAProtest
1216,New Delhi,0,Sun Mar 01 04:55:37 +0000 2020,"India brings in a law to provide citizenship to all those suffering religious persecution but for #Muslims  When Indians protested against #CAA as ðŸ‡®ðŸ‡³ is secular, riots took place and majority of those who died were Muslims.  Thisâ€™ll be written about Indiaâ€™s religious persecution"
1220,UAE | USA | INDIA,74,Sun Mar 01 04:53:50 +0000 2020,Indians could understand traffic rules in 72 years!  Indians could not figure out how to fill GST forms in 3 years!  But these Indians figured out #CAA in minutes and #NRC even before it has been drafted!  #IncredibleIndia
1221,,1,Sun Mar 01 04:52:59 +0000 2020,RT @sanjeevchadha8: @SushmaAnand89 @madskak @d__dips @kktotlani @DimpleAtra @THEBONEDOCTORO1 @Optimist_Chic @prettypadmaja @yessirtns @yogaâ€¦
1222,,0,Sun Mar 01 04:49:03 +0000 2020,"What an irony, last couple of days after #DelhiRiots all media channels appealing for peace, playing soulful songs of @mangeshkarlata didi and for 2 months 24/7 only covering protest like #ShaheenBagh , having debates on #CAA Media is a fourth pillar of democracy #1/2"
1223,,0,Sun Mar 01 04:45:45 +0000 2020,In the name of #CAA marginalized are facing brutality- which cut across religion and community. #DelhiGenocide2020 and now #shillongGenocide2020
1224,India,0,Sun Mar 01 04:44:15 +0000 2020,@sharmila_RD The whole issue to divide and instigate people is done by opposition. Stop pretending that govt caused this. Ofcourse they could have managed it better but let Bagh to flourish.   @INCIndia divided people on #CAA  otherwise what is to divide 
1227,uae,0,Sun Mar 01 04:39:28 +0000 2020,"ðŸ¤” U don't hav â¤ in 56"" chest? #Modiji  #AmitShah #Delhipolice #BJP #RSS #justice U killed their dream and hopeðŸ’” Wat crime hav they don 2 U ðŸ˜° Is Ur Mother, Syster &amp; Kids fineðŸ˜‹ðŸ™ˆðŸ™‰ðŸ™ŠJaiHind #Modi  #ModiMadness  #DelhiRiots  #Delhigenocide #CAA  #DelhiBurning #NRC_CAA_Protest"
1228,,0,Sun Mar 01 04:37:28 +0000 2020,@vivekagnihotri @BDUTT may let us know the impact of such slogans on youth and children chanting the same given their level of understanding and how do they wish to get Azadi with blood.. make no mistake  these are the seeds of violence #CAA #DelhiViolanc
1229,India,3,Sun Mar 01 04:36:30 +0000 2020,Anti #CAA protesters on being violent was resisted by villagers 4 arson..scuffles..one protester dead at #Ichamati #EastKhasiHills #Meghalaya..on repercussion one #TomatoVender from #Assam lynched at Shillong and died..many stray incidents &amp; innocents injured #Presstitutes silent
1230,"New Delhi, India",1,Sun Mar 01 04:36:10 +0000 2020,@SushmaAnand89 @madskak @d__dips @kktotlani @DimpleAtra @THEBONEDOCTORO1 @Optimist_Chic @prettypadmaja @yessirtns @yogashar99 @RomeshNadir @AmitShah The writing on wall was clear Defame India by riots being created by anti #CAA They wanted @DelhiPolice to
1231,Dubai,0,Sun Mar 01 04:18:45 +0000 2020,USA and Taliban strike a peace deal for Afghanistan. But our government not even wanna talk to itâ€™s own people #CAAProtest #CAA #DelhiRiots #Delhigenocide #DelhiRiot2020 #DelhiIsBurning
1232,,0,Sun Mar 01 04:17:40 +0000 2020,@BDUTT @DelhiPolice This is same as stonrpelting in J&amp;K/Jamia FoE .. Azadi ..Disent ..Hate speeches against PM .. legitimised by you and your agenda driven gang ..wish you had outraged similarly against all these.#CAA
1236,"New Delhi, India",0,Sun Mar 01 04:05:18 +0000 2020,@05shanky @majorgauravarya Erdogen should show some real love to Indian Muslim's. He should give #CAA type citizenship ONLY FOR INDIAN MUSLIM'S and no Hindus. Tit for Tat.  BEFITTING REPLY TO INDIA.
1238,Your Neighborhood,1,Sun Mar 01 03:56:53 +0000 2020,RT @arianindian: @BJP4India The govt of India timely enacted #CAA to grant citizenship to Sikh refugees from Afghanistan. Under the US-Taliâ€¦
1239,ðŸ‡®ðŸ‡³,0,Sun Mar 01 03:49:28 +0000 2020,"@RatanSharda55 @seemi_pasha @narendramodi @UIDAI If no citizen certificate is issued to anyone why would didnâ€™t #RTI reply with simply saying PM donâ€™t have one,why this crap of #Citizenship by birth and all that? I am an Indian Citizen by birth so are"
